,Age,Education,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SensationSeeking,Alchol,Caff,Chocalate,Nicotine,stimulant,depressant,hallucinagen,Gender_Male
484,3,0,29.0,39.0,48.0,44.0,52.0,3.0,6.0,0,6,2,3,0.5,0.0,1.0,1
485,2,2,48.0,43.0,55.0,45.0,48.0,5.0,4.0,2,5,5,3,0.75,2.0,2.3333333333333335,0
486,3,-3,30.0,46.0,42.0,48.0,40.0,2.0,3.0,4,6,6,6,0.5,0.5,0.3333333333333333,0
487,4,-3,31.0,42.0,35.0,50.0,36.0,2.0,4.0,6,6,5,6,0.0,0.5,0.0,0
488,2,-1,50.0,28.0,53.0,38.0,31.0,3.0,3.0,5,6,4,5,1.25,1.0,0.0,1
489,3,-1,53.0,27.0,54.0,36.0,44.0,5.0,5.0,4,6,6,6,0.5,3.0,0.6666666666666666,0
490,2,-3,40.0,30.0,47.0,48.0,39.0,4.0,10.0,6,6,6,3,1.5,2.0,1.6666666666666667,1
491,1,-4,54.0,30.0,48.0,30.0,29.0,4.0,7.0,3,0,4,0,0.0,0.0,0.0,1
492,1,0,26.0,47.0,52.0,34.0,31.0,3.0,10.0,5,6,5,5,1.5,0.0,4.0,1
493,4,1,42.0,45.0,49.0,41.0,36.0,8.0,11.0,5,6,5,6,0.75,1.0,1.0,0
494,1,-1,27.0,43.0,49.0,47.0,42.0,5.0,8.0,6,5,4,4,1.75,1.0,2.3333333333333335,1
495,1,1,41.0,36.0,52.0,43.0,44.0,7.0,9.0,5,6,5,6,0.0,4.0,0.0,1
496,1,0,43.0,28.0,52.0,35.0,29.0,2.0,5.0,6,6,5,6,0.75,0.0,4.333333333333333,1
497,1,1,25.0,37.0,49.0,47.0,43.0,2.0,6.0,4,6,5,6,0.0,1.0,0.0,1
498,5,0,28.0,41.0,50.0,47.0,48.0,2.0,5.0,3,6,6,6,0.5,0.5,0.3333333333333333,1
499,2,3,36.0,48.0,60.0,39.0,42.0,3.0,7.0,6,6,6,6,1.0,2.0,2.0,1
500,2,-3,35.0,36.0,52.0,46.0,36.0,4.0,7.0,4,6,5,6,0.5,0.5,1.0,1
501,5,0,49.0,35.0,55.0,42.0,27.0,7.0,10.0,5,6,6,2,1.25,2.0,1.3333333333333333,0
502,3,1,36.0,43.0,40.0,38.0,49.0,6.0,9.0,3,6,6,6,1.0,1.5,1.3333333333333333,0
503,2,1,30.0,39.0,36.0,43.0,39.0,7.0,1.0,3,6,5,6,0.25,0.0,0.3333333333333333,0
504,1,0,22.0,44.0,44.0,39.0,40.0,6.0,9.0,5,6,6,5,0.0,0.0,2.3333333333333335,1
505,5,1,36.0,38.0,44.0,38.0,46.0,8.0,9.0,1,5,4,1,0.5,2.5,0.6666666666666666,0
506,3,-3,35.0,40.0,44.0,43.0,45.0,2.0,3.0,1,6,5,6,0.0,0.0,0.3333333333333333,1
507,4,1,40.0,43.0,48.0,36.0,33.0,7.0,7.0,3,6,6,6,0.75,1.5,1.0,1
508,3,2,31.0,44.0,52.0,38.0,46.0,5.0,7.0,4,6,5,2,0.75,2.0,1.0,1
509,2,2,37.0,38.0,39.0,34.0,42.0,5.0,5.0,3,5,6,6,1.75,1.5,1.3333333333333333,1
510,3,-3,50.0,32.0,38.0,31.0,36.0,3.0,7.0,5,5,6,2,0.75,2.5,0.3333333333333333,1
511,3,3,26.0,47.0,44.0,45.0,43.0,2.0,5.0,5,5,5,1,0.0,0.0,0.0,0
512,3,2,36.0,46.0,42.0,41.0,39.0,6.0,6.0,5,6,5,5,1.5,1.0,1.3333333333333333,1
513,4,3,40.0,43.0,45.0,42.0,44.0,4.0,3.0,5,6,6,5,0.75,1.0,0.3333333333333333,0
514,1,0,40.0,43.0,50.0,44.0,34.0,9.0,8.0,6,6,6,6,1.5,0.0,1.0,1
515,5,-3,34.0,38.0,45.0,48.0,45.0,4.0,6.0,3,6,6,6,2.25,1.0,1.6666666666666667,1
516,3,-3,45.0,38.0,35.0,40.0,40.0,4.0,6.0,6,5,6,6,0.0,0.0,0.0,1
517,1,-2,23.0,52.0,49.0,44.0,44.0,7.0,11.0,5,6,5,6,0.75,2.5,2.0,0
518,3,-3,34.0,41.0,41.0,32.0,44.0,4.0,5.0,6,6,6,6,1.75,2.0,1.0,0
519,2,3,39.0,39.0,48.0,40.0,48.0,3.0,6.0,2,6,5,2,0.0,2.5,0.0,0
520,2,1,41.0,36.0,47.0,42.0,36.0,6.0,10.0,2,6,6,6,1.5,4.0,1.6666666666666667,1
521,2,3,34.0,42.0,37.0,50.0,53.0,6.0,10.0,5,5,5,5,2.0,3.0,1.0,1
522,3,2,38.0,38.0,39.0,38.0,48.0,2.0,1.0,5,6,5,5,0.0,1.0,0.0,0
523,4,-3,42.0,38.0,40.0,40.0,43.0,3.0,3.0,3,5,6,6,0.0,3.0,0.0,0
524,1,0,36.0,42.0,46.0,34.0,41.0,6.0,7.0,5,6,5,6,0.0,0.0,3.0,1
525,1,0,33.0,43.0,45.0,38.0,32.0,5.0,7.0,5,6,6,6,0.0,0.0,0.0,1
526,3,-4,37.0,34.0,33.0,44.0,45.0,2.0,1.0,2,6,5,3,1.5,2.0,1.0,0
527,4,2,29.0,44.0,53.0,55.0,56.0,5.0,7.0,5,0,3,0,0.75,3.5,1.6666666666666667,0
528,5,-1,20.0,43.0,38.0,43.0,45.0,3.0,5.0,6,6,4,1,0.0,0.0,0.0,1
529,1,1,45.0,30.0,44.0,30.0,31.0,7.0,7.0,4,4,5,4,1.0,1.0,1.0,1
530,3,4,42.0,39.0,45.0,47.0,29.0,6.0,6.0,6,6,5,0,0.0,0.0,0.0,1
531,2,1,43.0,47.0,46.0,43.0,42.0,4.0,10.0,5,6,6,5,2.0,1.5,1.6666666666666667,0
532,5,2,45.0,40.0,50.0,30.0,46.0,4.0,3.0,5,6,4,0,0.0,0.0,0.0,1
533,4,2,46.0,29.0,41.0,45.0,35.0,4.0,9.0,5,6,5,6,2.0,1.5,2.0,1
534,1,2,33.0,41.0,41.0,53.0,49.0,5.0,3.0,4,5,3,2,0.0,1.0,0.0,0
535,2,3,32.0,39.0,41.0,32.0,37.0,6.0,7.0,4,5,6,0,0.0,0.0,0.0,1
536,3,3,20.0,54.0,43.0,52.0,51.0,5.0,3.0,6,6,5,2,0.0,0.0,0.0,0
537,2,2,45.0,40.0,52.0,29.0,38.0,5.0,6.0,5,6,4,6,3.0,3.0,2.0,0
538,1,2,49.0,45.0,39.0,49.0,37.0,6.0,7.0,6,5,5,3,0.75,1.5,1.0,0
539,4,0,43.0,38.0,37.0,48.0,35.0,2.0,2.0,0,6,5,6,0.0,0.0,0.0,0
540,3,2,47.0,38.0,46.0,47.0,46.0,5.0,8.0,6,6,5,1,0.0,0.0,0.0,0
541,4,3,24.0,48.0,45.0,47.0,53.0,1.0,3.0,6,6,6,0,0.0,0.5,0.0,1
542,4,2,26.0,42.0,45.0,37.0,43.0,2.0,2.0,5,6,6,2,0.0,1.0,0.0,0
543,4,2,38.0,45.0,46.0,48.0,45.0,5.0,7.0,4,6,6,0,0.0,0.0,0.0,0
544,3,-2,43.0,45.0,52.0,35.0,34.0,5.0,10.0,6,6,5,6,1.25,3.0,1.3333333333333333,1
545,2,2,44.0,44.0,39.0,38.0,44.0,4.0,6.0,6,5,5,5,0.5,0.0,0.6666666666666666,0
546,1,-3,48.0,36.0,41.0,38.0,34.0,8.0,6.0,5,6,5,6,0.0,1.0,0.0,0
547,3,1,51.0,41.0,43.0,47.0,36.0,3.0,6.0,5,6,6,0,0.0,1.0,0.0,0
548,4,0,27.0,37.0,52.0,59.0,42.0,2.0,3.0,2,6,6,6,1.5,1.0,0.3333333333333333,0
549,2,3,20.0,35.0,39.0,40.0,54.0,2.0,4.0,5,6,5,0,0.0,0.0,0.0,0
550,1,2,48.0,37.0,47.0,44.0,28.0,6.0,3.0,4,6,6,2,0.0,0.0,0.0,1
551,2,3,25.0,47.0,47.0,39.0,41.0,4.0,4.0,4,5,0,3,0.0,0.0,0.0,0
552,1,2,34.0,37.0,36.0,48.0,50.0,2.0,5.0,6,6,5,2,0.0,0.0,0.0,0
553,3,3,28.0,48.0,47.0,36.0,49.0,4.0,10.0,4,6,5,3,2.0,0.5,3.0,0
554,1,3,52.0,29.0,45.0,48.0,44.0,4.0,3.0,2,6,5,0,0.0,0.0,0.0,0
555,2,3,46.0,26.0,43.0,43.0,45.0,3.0,1.0,6,6,6,0,0.0,0.0,0.0,0
556,2,4,42.0,43.0,43.0,43.0,50.0,6.0,7.0,4,6,6,0,0.0,0.0,0.0,0
557,4,3,38.0,33.0,38.0,43.0,48.0,3.0,3.0,6,6,5,0,0.0,0.0,0.0,0
558,1,2,34.0,38.0,48.0,42.0,44.0,2.0,5.0,6,6,4,2,1.0,1.0,1.6666666666666667,0
559,2,2,21.0,46.0,45.0,52.0,50.0,3.0,6.0,4,5,6,0,0.0,0.0,0.0,0
560,1,2,31.0,39.0,42.0,49.0,41.0,8.0,10.0,5,6,3,2,1.0,1.0,0.0,0
561,4,2,28.0,40.0,49.0,45.0,49.0,5.0,5.0,6,6,6,6,0.5,0.5,0.3333333333333333,0
562,1,2,46.0,41.0,41.0,45.0,45.0,3.0,5.0,6,6,3,0,0.0,0.0,0.0,0
563,3,2,42.0,44.0,49.0,36.0,47.0,4.0,6.0,5,6,6,3,1.25,1.5,0.6666666666666666,0
564,3,3,58.0,43.0,35.0,41.0,51.0,4.0,4.0,6,6,6,6,0.0,1.0,0.6666666666666666,0
565,2,3,44.0,42.0,42.0,31.0,40.0,5.0,7.0,5,6,6,0,0.0,2.5,0.0,0
566,4,0,31.0,37.0,46.0,44.0,39.0,9.0,4.0,2,6,5,6,1.75,0.0,0.3333333333333333,0
567,4,3,39.0,34.0,47.0,47.0,36.0,3.0,4.0,5,5,5,0,0.0,0.5,0.0,0
568,1,2,45.0,47.0,39.0,49.0,46.0,2.0,3.0,5,5,6,6,0.5,2.0,0.6666666666666666,0
569,1,2,53.0,44.0,54.0,37.0,38.0,4.0,7.0,6,6,6,6,0.5,1.0,0.0,1
570,3,3,46.0,34.0,45.0,41.0,42.0,4.0,6.0,1,1,5,1,0.0,0.0,0.3333333333333333,1
571,3,4,32.0,45.0,45.0,37.0,56.0,3.0,5.0,6,6,5,6,0.0,0.0,0.0,0
572,3,1,38.0,47.0,38.0,31.0,39.0,6.0,9.0,6,6,6,2,0.0,0.0,0.0,0
573,1,3,21.0,52.0,45.0,50.0,53.0,5.0,9.0,6,6,6,0,0.0,0.0,0.0,0
574,3,1,48.0,31.0,34.0,36.0,37.0,9.0,7.0,6,6,6,6,0.5,1.0,0.6666666666666666,1
575,5,0,27.0,46.0,49.0,39.0,39.0,6.0,6.0,5,6,6,0,0.0,1.0,0.0,0
576,3,2,55.0,29.0,33.0,47.0,28.0,3.0,2.0,6,5,6,2,0.5,0.0,0.6666666666666666,0
577,3,-3,20.0,45.0,35.0,40.0,49.0,4.0,7.0,5,3,5,6,0.0,0.0,0.6666666666666666,1
578,2,3,44.0,42.0,47.0,47.0,48.0,3.0,5.0,4,3,6,0,0.0,0.0,0.0,0
579,2,2,46.0,45.0,41.0,51.0,41.0,3.0,6.0,4,6,6,1,0.0,0.0,0.0,0
580,4,3,46.0,39.0,48.0,50.0,51.0,2.0,2.0,6,4,6,1,0.25,1.0,0.6666666666666666,0
581,1,3,34.0,45.0,50.0,44.0,47.0,4.0,6.0,5,6,6,2,0.0,1.0,0.0,0
582,3,0,25.0,40.0,38.0,43.0,27.0,9.0,6.0,6,6,6,2,0.75,1.0,1.0,0
583,1,0,27.0,50.0,49.0,41.0,37.0,7.0,9.0,6,6,6,6,1.0,2.0,2.3333333333333335,1
584,3,1,39.0,48.0,56.0,41.0,48.0,6.0,7.0,6,6,6,0,0.0,0.0,0.0,0
585,1,0,42.0,40.0,42.0,46.0,39.0,4.0,10.0,5,6,6,3,0.0,1.5,1.0,0
586,2,2,33.0,41.0,44.0,35.0,47.0,8.0,8.0,2,3,6,1,0.0,1.0,0.3333333333333333,1
587,1,1,43.0,36.0,54.0,36.0,40.0,6.0,8.0,2,6,5,4,0.0,0.0,0.0,1
588,1,0,39.0,42.0,44.0,48.0,28.0,5.0,9.0,5,6,6,6,1.25,3.0,2.0,1
589,2,-3,31.0,50.0,49.0,49.0,43.0,4.0,7.0,5,6,6,6,1.0,2.0,0.6666666666666666,0
590,5,0,24.0,39.0,48.0,37.0,45.0,6.0,7.0,2,6,6,0,0.5,0.5,0.6666666666666666,0
591,3,-4,30.0,40.0,42.0,39.0,46.0,4.0,8.0,3,6,5,6,1.25,1.5,1.0,1
592,3,2,40.0,37.0,44.0,32.0,52.0,4.0,4.0,6,6,6,2,0.0,0.5,0.0,0
593,3,1,14.0,46.0,47.0,46.0,54.0,3.0,6.0,5,6,6,6,1.25,0.0,0.6666666666666666,0
594,2,1,35.0,46.0,46.0,47.0,46.0,5.0,9.0,5,6,5,6,0.75,1.5,0.6666666666666666,1
595,3,-3,32.0,36.0,42.0,35.0,37.0,8.0,9.0,5,6,5,0,1.5,3.5,2.6666666666666665,1
596,4,1,39.0,41.0,43.0,34.0,45.0,4.0,9.0,6,6,4,1,0.75,1.5,0.6666666666666666,1
597,1,-3,23.0,45.0,51.0,49.0,48.0,6.0,10.0,5,5,5,6,1.25,0.0,1.3333333333333333,1
598,5,1,32.0,37.0,44.0,38.0,46.0,7.0,10.0,1,6,5,1,0.75,1.5,0.6666666666666666,0
599,4,1,36.0,41.0,42.0,46.0,44.0,4.0,5.0,5,6,6,3,0.5,1.0,1.0,0
600,1,0,41.0,39.0,48.0,43.0,35.0,6.0,8.0,4,5,6,6,0.0,1.0,1.0,1
601,4,3,43.0,36.0,42.0,54.0,43.0,3.0,3.0,6,6,6,0,0.25,0.0,0.0,0
602,1,0,46.0,47.0,51.0,44.0,34.0,9.0,10.0,4,6,5,6,3.0,0.0,2.6666666666666665,1
603,1,0,41.0,28.0,38.0,29.0,46.0,6.0,10.0,6,6,5,6,0.75,0.0,0.0,1
604,1,0,54.0,33.0,51.0,39.0,34.0,6.0,9.0,6,6,3,6,0.75,1.0,3.0,1
605,2,2,29.0,34.0,43.0,33.0,43.0,3.0,6.0,5,6,5,5,1.0,1.0,2.6666666666666665,1
606,3,0,40.0,42.0,48.0,49.0,45.0,3.0,5.0,5,6,4,5,0.25,2.5,0.3333333333333333,0
607,5,3,15.0,47.0,57.0,51.0,34.0,3.0,5.0,5,6,6,0,1.5,1.5,0.6666666666666666,0
608,1,2,31.0,40.0,38.0,52.0,36.0,4.0,10.0,5,6,4,3,0.0,0.0,0.0,1
609,4,0,35.0,40.0,52.0,55.0,41.0,3.0,7.0,2,6,3,6,0.75,0.0,0.6666666666666666,1
610,2,2,21.0,48.0,54.0,44.0,49.0,6.0,11.0,6,6,6,1,4.25,4.0,3.0,1
611,5,1,48.0,34.0,36.0,50.0,30.0,9.0,6.0,4,5,4,1,1.75,0.5,1.6666666666666667,0
612,2,0,27.0,46.0,52.0,44.0,37.0,5.0,11.0,6,6,6,6,0.75,1.0,1.3333333333333333,1
613,2,2,29.0,42.0,42.0,51.0,46.0,6.0,10.0,5,6,5,6,0.5,0.0,0.6666666666666666,1
614,3,2,25.0,41.0,45.0,41.0,39.0,4.0,5.0,1,6,6,1,0.75,1.0,2.3333333333333335,1
615,2,3,54.0,38.0,44.0,32.0,37.0,5.0,7.0,6,5,6,6,1.5,3.5,1.3333333333333333,0
616,2,-4,33.0,44.0,41.0,37.0,44.0,8.0,6.0,3,6,4,6,2.0,1.5,2.6666666666666665,0
617,3,3,37.0,39.0,43.0,48.0,40.0,7.0,10.0,6,6,2,6,0.0,0.5,0.6666666666666666,0
618,4,0,46.0,41.0,45.0,39.0,34.0,8.0,10.0,2,6,6,4,2.25,3.5,1.6666666666666667,0
619,4,1,27.0,48.0,44.0,39.0,47.0,3.0,7.0,3,6,5,6,0.5,2.5,1.3333333333333333,1
620,2,2,35.0,47.0,52.0,44.0,42.0,6.0,7.0,5,6,6,2,0.0,1.0,0.0,0
621,5,3,29.0,33.0,51.0,37.0,46.0,2.0,4.0,5,6,5,0,0.0,0.0,0.0,1
622,1,-1,41.0,30.0,43.0,52.0,28.0,8.0,8.0,5,6,6,6,1.0,0.0,1.3333333333333333,1
623,3,3,27.0,44.0,45.0,34.0,44.0,7.0,8.0,5,6,6,1,0.0,0.5,0.6666666666666666,1
624,3,3,34.0,43.0,44.0,45.0,52.0,3.0,2.0,5,6,4,0,0.0,0.0,0.0,0
625,4,3,32.0,40.0,43.0,41.0,31.0,9.0,5.0,6,6,6,2,0.0,0.5,0.3333333333333333,0
626,3,4,36.0,40.0,37.0,43.0,44.0,2.0,6.0,6,6,4,1,0.0,0.5,0.3333333333333333,0
627,3,1,32.0,36.0,42.0,37.0,44.0,3.0,2.0,6,6,6,2,0.75,0.0,2.0,0
628,3,2,35.0,37.0,40.0,40.0,45.0,4.0,6.0,6,6,5,2,0.25,1.0,0.6666666666666666,1
629,3,4,21.0,33.0,35.0,54.0,46.0,1.0,4.0,5,5,6,5,1.0,1.5,2.0,1
630,2,4,48.0,32.0,37.0,53.0,44.0,2.0,2.0,5,6,5,6,0.75,0.0,0.0,0
631,4,4,31.0,43.0,50.0,45.0,41.0,4.0,1.0,5,6,4,6,0.0,0.5,0.0,0
632,3,4,41.0,38.0,56.0,45.0,49.0,2.0,1.0,6,6,6,5,0.5,0.0,0.6666666666666666,0
633,1,2,40.0,39.0,44.0,56.0,49.0,2.0,5.0,5,6,5,0,0.0,0.0,0.0,0
634,1,2,48.0,37.0,37.0,37.0,47.0,2.0,1.0,5,4,6,0,0.0,1.0,0.0,0
635,2,3,29.0,51.0,49.0,44.0,44.0,3.0,7.0,5,6,5,5,1.25,2.0,1.3333333333333333,0
636,3,4,48.0,41.0,46.0,36.0,37.0,4.0,10.0,6,6,5,6,2.75,4.5,3.0,0
637,3,2,28.0,38.0,45.0,50.0,38.0,3.0,7.0,5,6,6,1,1.5,2.0,1.6666666666666667,1
638,4,2,29.0,42.0,43.0,46.0,42.0,5.0,6.0,4,6,6,0,0.0,0.0,0.0,0
639,3,1,32.0,41.0,39.0,48.0,45.0,2.0,3.0,4,6,4,0,0.0,0.0,0.0,0
640,1,2,33.0,36.0,36.0,42.0,52.0,3.0,7.0,5,6,6,0,0.0,0.0,0.0,0
641,2,-3,33.0,51.0,52.0,51.0,45.0,6.0,11.0,5,6,6,6,1.75,2.5,2.3333333333333335,1
642,4,2,34.0,35.0,49.0,44.0,41.0,4.0,5.0,5,6,5,2,0.0,0.0,0.0,1
643,3,3,29.0,46.0,52.0,56.0,53.0,4.0,8.0,5,4,6,1,0.25,0.5,0.6666666666666666,1
644,2,3,26.0,44.0,44.0,51.0,50.0,3.0,8.0,5,4,6,6,0.0,0.0,0.0,0
645,2,0,38.0,38.0,34.0,47.0,37.0,4.0,7.0,5,5,6,3,2.75,1.5,1.0,1
646,4,2,36.0,38.0,44.0,38.0,39.0,8.0,5.0,5,4,6,0,0.0,0.0,0.0,1
647,1,2,31.0,39.0,44.0,42.0,47.0,4.0,5.0,5,6,6,2,0.0,0.0,0.0,0
648,1,0,23.0,49.0,53.0,32.0,48.0,3.0,8.0,6,6,6,6,1.0,1.5,2.3333333333333335,1
649,3,3,47.0,41.0,53.0,55.0,34.0,8.0,11.0,6,4,5,6,2.25,2.0,1.0,0
650,2,2,34.0,45.0,37.0,43.0,54.0,5.0,3.0,5,2,5,2,1.25,0.5,1.0,0
651,4,3,31.0,53.0,59.0,53.0,43.0,8.0,8.0,5,6,6,6,2.5,3.0,3.0,0
652,2,3,42.0,43.0,49.0,47.0,34.0,5.0,3.0,5,6,0,1,0.5,1.0,0.0,1
653,1,0,46.0,48.0,54.0,39.0,34.0,5.0,8.0,5,6,6,6,3.0,3.5,4.0,1
654,1,0,29.0,44.0,46.0,44.0,42.0,8.0,8.0,6,4,6,2,0.0,0.0,1.0,1
655,3,-3,32.0,46.0,41.0,46.0,49.0,3.0,4.0,5,6,6,2,0.0,0.5,0.3333333333333333,0
656,2,3,31.0,51.0,43.0,42.0,34.0,6.0,9.0,5,6,5,6,1.5,1.0,3.0,1
657,4,0,48.0,36.0,48.0,35.0,33.0,8.0,8.0,4,6,5,6,1.25,0.0,2.3333333333333335,1
658,4,1,47.0,30.0,55.0,40.0,31.0,9.0,11.0,5,6,6,6,0.75,1.0,1.3333333333333333,1
659,1,3,42.0,41.0,49.0,41.0,38.0,7.0,7.0,5,6,6,4,0.0,0.0,0.0,1
660,2,4,28.0,49.0,57.0,37.0,39.0,8.0,8.0,5,6,5,6,3.0,1.0,2.6666666666666665,1
661,2,3,24.0,43.0,46.0,50.0,43.0,2.0,2.0,6,6,6,0,0.0,0.0,0.0,0
662,1,2,33.0,32.0,41.0,42.0,51.0,2.0,4.0,6,6,6,5,0.0,0.0,0.0,0
663,2,2,36.0,41.0,48.0,55.0,53.0,6.0,3.0,5,6,5,2,0.0,0.0,0.0,0
664,2,4,48.0,31.0,44.0,34.0,31.0,4.0,5.0,6,6,4,6,0.25,1.5,0.3333333333333333,0
665,1,2,32.0,37.0,50.0,45.0,38.0,6.0,9.0,5,6,6,4,0.0,0.0,0.6666666666666666,1
666,2,4,47.0,37.0,47.0,45.0,40.0,3.0,6.0,6,5,6,2,1.75,1.0,0.6666666666666666,0
667,1,-1,19.0,38.0,47.0,42.0,35.0,7.0,8.0,3,6,5,6,0.0,0.0,1.3333333333333333,1
668,3,0,45.0,35.0,54.0,41.0,44.0,4.0,7.0,4,4,6,6,3.25,3.5,2.6666666666666665,1
669,4,2,21.0,53.0,47.0,45.0,39.0,5.0,6.0,5,6,6,0,0.0,0.5,0.6666666666666666,1
670,2,0,30.0,46.0,49.0,41.0,41.0,5.0,9.0,6,6,6,3,1.0,4.0,1.0,1
671,1,1,32.0,41.0,43.0,38.0,39.0,1.0,5.0,5,6,5,6,0.5,1.5,0.0,1
672,3,1,31.0,45.0,46.0,39.0,43.0,7.0,10.0,2,6,6,6,0.5,0.5,1.0,1
673,1,2,33.0,40.0,55.0,48.0,48.0,6.0,6.0,2,6,4,6,0.0,0.0,0.0,1
674,1,0,48.0,47.0,49.0,47.0,48.0,3.0,7.0,5,6,5,0,0.5,0.0,0.6666666666666666,0
675,1,3,44.0,35.0,42.0,39.0,34.0,3.0,9.0,3,6,6,0,0.0,1.5,0.0,0
676,3,1,35.0,38.0,41.0,38.0,36.0,5.0,10.0,3,6,6,6,2.0,0.5,2.3333333333333335,1
677,1,1,38.0,40.0,34.0,42.0,44.0,7.0,9.0,3,6,6,6,0.0,0.0,0.0,1
678,2,2,41.0,38.0,49.0,39.0,37.0,4.0,6.0,6,4,5,3,1.0,1.0,0.0,1
679,1,0,56.0,24.0,44.0,43.0,26.0,2.0,2.0,0,3,6,0,0.0,0.0,0.0,1
680,1,0,42.0,38.0,42.0,35.0,51.0,3.0,10.0,5,6,4,3,1.75,3.0,0.0,0
681,4,4,38.0,34.0,45.0,43.0,26.0,3.0,1.0,6,6,4,0,3.75,2.0,3.3333333333333335,1
682,3,0,24.0,40.0,37.0,39.0,43.0,7.0,9.0,6,6,5,6,0.0,2.5,0.6666666666666666,1
683,2,3,49.0,27.0,49.0,45.0,46.0,2.0,4.0,6,6,4,0,0.0,0.0,0.0,1
684,3,2,41.0,39.0,43.0,42.0,37.0,2.0,5.0,3,3,4,1,2.0,2.0,2.3333333333333335,0
685,3,1,45.0,35.0,54.0,35.0,30.0,8.0,11.0,4,6,6,4,0.0,3.0,0.3333333333333333,0
686,2,2,32.0,41.0,51.0,40.0,36.0,7.0,8.0,6,6,6,5,2.5,4.0,3.6666666666666665,1
687,1,0,51.0,46.0,55.0,41.0,35.0,7.0,10.0,5,6,5,0,0.0,0.0,0.0,0
688,4,-4,27.0,44.0,39.0,49.0,44.0,2.0,1.0,4,5,4,3,0.5,1.0,0.3333333333333333,0
689,3,0,46.0,47.0,44.0,35.0,46.0,7.0,10.0,2,6,6,3,0.75,2.0,0.3333333333333333,1
690,5,3,44.0,35.0,43.0,43.0,41.0,9.0,8.0,6,6,4,1,0.25,0.5,0.6666666666666666,0
691,5,0,40.0,35.0,36.0,33.0,41.0,6.0,5.0,6,6,4,6,0.0,1.0,0.0,1
692,2,2,34.0,39.0,39.0,44.0,45.0,3.0,5.0,4,5,5,2,0.0,0.0,0.0,0
693,4,3,38.0,35.0,44.0,41.0,38.0,3.0,4.0,6,6,6,1,0.0,0.0,0.0,0
694,3,3,25.0,38.0,47.0,46.0,46.0,2.0,4.0,6,6,6,2,0.5,0.0,0.3333333333333333,1
695,3,1,27.0,36.0,43.0,39.0,40.0,5.0,6.0,5,6,5,2,1.25,0.5,1.3333333333333333,1
696,3,3,34.0,37.0,46.0,51.0,53.0,3.0,3.0,6,5,5,1,0.0,0.0,0.0,0
697,5,2,28.0,42.0,49.0,33.0,51.0,4.0,7.0,5,6,5,1,0.5,0.5,0.6666666666666666,1
698,4,2,21.0,38.0,53.0,53.0,42.0,3.0,7.0,4,6,6,6,0.0,0.0,0.6666666666666666,0
699,3,2,35.0,33.0,52.0,43.0,37.0,4.0,5.0,6,6,6,5,1.75,1.5,2.3333333333333335,1
700,5,0,34.0,32.0,41.0,45.0,34.0,4.0,8.0,6,6,4,6,1.0,1.0,2.0,1
701,3,0,45.0,41.0,49.0,37.0,43.0,8.0,10.0,5,6,6,6,1.25,1.0,2.3333333333333335,0
702,4,-4,26.0,47.0,49.0,48.0,49.0,3.0,8.0,1,6,5,6,0.25,1.5,0.6666666666666666,1
703,3,2,32.0,44.0,50.0,41.0,42.0,7.0,9.0,3,4,6,2,0.75,2.0,2.6666666666666665,0
704,5,2,23.0,45.0,45.0,37.0,41.0,3.0,7.0,6,6,5,1,0.0,0.0,0.0,1
705,3,0,28.0,38.0,42.0,39.0,44.0,3.0,5.0,6,1,1,1,1.0,1.0,1.0,1
706,1,0,23.0,42.0,53.0,55.0,43.0,3.0,6.0,3,4,5,6,0.5,2.0,0.0,1
707,1,2,34.0,33.0,36.0,40.0,44.0,6.0,4.0,4,4,5,2,0.0,0.0,0.0,0
708,2,2,35.0,52.0,48.0,42.0,38.0,6.0,8.0,5,6,5,5,2.0,1.0,1.6666666666666667,1
709,1,0,40.0,36.0,43.0,48.0,49.0,2.0,5.0,5,6,6,2,0.75,1.5,1.3333333333333333,1
710,1,1,27.0,38.0,41.0,47.0,45.0,3.0,2.0,3,6,5,6,0.0,0.0,0.0,1
711,1,2,45.0,41.0,50.0,39.0,32.0,5.0,10.0,5,3,6,5,1.75,2.5,2.3333333333333335,1
712,1,0,30.0,39.0,40.0,50.0,45.0,2.0,4.0,3,3,4,3,0.0,3.0,1.0,1
713,2,3,41.0,42.0,51.0,44.0,49.0,4.0,5.0,4,5,5,0,1.25,1.0,2.0,0
714,1,2,41.0,45.0,52.0,54.0,42.0,7.0,9.0,6,6,4,5,1.25,1.0,3.3333333333333335,1
715,1,1,43.0,47.0,49.0,36.0,40.0,7.0,11.0,5,6,6,5,0.0,0.0,0.0,1
716,1,0,42.0,43.0,53.0,54.0,44.0,4.0,8.0,5,6,4,6,2.25,3.0,2.6666666666666665,0
717,1,0,35.0,29.0,37.0,39.0,28.0,8.0,4.0,3,6,6,6,0.0,1.5,0.0,1
718,3,2,28.0,34.0,44.0,44.0,44.0,3.0,4.0,5,4,5,6,1.25,2.0,1.6666666666666667,1
719,1,-3,35.0,31.0,41.0,39.0,40.0,9.0,10.0,5,5,4,6,0.5,0.0,0.0,1
720,5,2,32.0,33.0,41.0,40.0,39.0,6.0,8.0,5,6,5,1,1.0,1.0,1.3333333333333333,1
721,3,0,48.0,45.0,52.0,42.0,49.0,7.0,9.0,6,6,6,6,2.0,4.0,2.6666666666666665,1
